,Country Name,Country Code,Indicator Name,Year,Percentage
2429,Sao Tome and Principe,STP,% of total population using drinking water services,2016,77.6
2430,Sao Tome and Principe,STP,% of rural population using drinking water services,2016,71.9
2431,Sao Tome and Principe,STP,% of urban population using drinking water services,2016,79.9
2432,Senegal,SEN,% of total population using drinking water services,2016,79.9
2433,Senegal,SEN,% of rural population using drinking water services,2016,67.8
2434,Senegal,SEN,% of urban population using drinking water services,2016,93.9
2435,Sierra Leone,SLE,% of total population using drinking water services,2016,59.0
2436,Sierra Leone,SLE,% of rural population using drinking water services,2016,47.0
2437,Sierra Leone,SLE,% of urban population using drinking water services,2016,76.2
2438,Somalia,SOM,% of total population using drinking water services,2016,50.3
2439,Somalia,SOM,% of rural population using drinking water services,2016,30.8
2440,Somalia,SOM,% of urban population using drinking water services,2016,75.2
2441,South Africa,ZAF,% of total population using drinking water services,2016,92.3
2442,South Africa,ZAF,% of rural population using drinking water services,2016,79.9
2443,South Africa,ZAF,% of urban population using drinking water services,2016,98.9
2444,Sudan,SDN,% of total population using drinking water services,2016,60.2
2445,Sudan,SDN,% of rural population using drinking water services,2016,53.2
2446,Sudan,SDN,% of urban population using drinking water services,2016,73.8
2447,Tanzania,TZA,% of total population using drinking water services,2016,54.8
2448,Tanzania,TZA,% of rural population using drinking water services,2016,40.5
2449,Tanzania,TZA,% of urban population using drinking water services,2016,84.8
2450,Togo,TGO,% of total population using drinking water services,2016,64.8
2451,Togo,TGO,% of rural population using drinking water services,2016,48.5
2452,Togo,TGO,% of urban population using drinking water services,2016,88.7
2453,Tunisia,TUN,% of total population using drinking water services,2016,95.4
2454,Tunisia,TUN,% of rural population using drinking water services,2016,87.2
2455,Tunisia,TUN,% of urban population using drinking water services,2016,99.2
2456,Uganda,UGA,% of total population using drinking water services,2016,49.4
2457,Uganda,UGA,% of rural population using drinking water services,2016,41.4
2458,Uganda,UGA,% of urban population using drinking water services,2016,77.0
2459,Zambia,ZMB,% of total population using drinking water services,2016,62.2
2460,Zambia,ZMB,% of rural population using drinking water services,2016,44.5
2461,Zambia,ZMB,% of urban population using drinking water services,2016,86.1
2462,Zimbabwe,ZWE,% of total population using drinking water services,2016,64.5
2463,Zimbabwe,ZWE,% of rural population using drinking water services,2016,50.7
2464,Zimbabwe,ZWE,% of urban population using drinking water services,2016,93.4
2465,Algeria,DZA,% of total population using drinking water services,2017,93.8
2466,Algeria,DZA,% of rural population using drinking water services,2017,89.0
2467,Algeria,DZA,% of urban population using drinking water services,2017,95.7
2468,Angola,AGO,% of total population using drinking water services,2017,55.8
2469,Angola,AGO,% of rural population using drinking water services,2017,27.4
2470,Angola,AGO,% of urban population using drinking water services,2017,71.2
2471,Benin,BEN,% of total population using drinking water services,2017,65.1
2472,Benin,BEN,% of rural population using drinking water services,2017,57.3
2473,Benin,BEN,% of urban population using drinking water services,2017,73.9
2474,Botswana,BWA,% of total population using drinking water services,2017,90.3
2475,Botswana,BWA,% of rural population using drinking water services,2017,75.5
2476,Botswana,BWA,% of urban population using drinking water services,2017,97.1
2477,Burkina Faso,BFA,% of total population using drinking water services,2017,49.0
2478,Burkina Faso,BFA,% of rural population using drinking water services,2017,36.5
2479,Burkina Faso,BFA,% of urban population using drinking water services,2017,79.9
2480,Burundi,BDI,% of total population using drinking water services,2017,60.8
2481,Burundi,BDI,% of rural population using drinking water services,2017,56.6
2482,Burundi,BDI,% of urban population using drinking water services,2017,89.8
2483,Cabo Verde,CPV,% of total population using drinking water services,2017,87.1
2484,Cabo Verde,CPV,% of rural population using drinking water services,2017,75.7
2485,Cabo Verde,CPV,% of urban population using drinking water services,2017,93.1
2486,Cameroon,CMR,% of total population using drinking water services,2017,64.7
2487,Cameroon,CMR,% of rural population using drinking water services,2017,42.6
2488,Cameroon,CMR,% of urban population using drinking water services,2017,82.2
2489,Central African Republic,CAF,% of total population using drinking water services,2017,40.2
2490,Central African Republic,CAF,% of rural population using drinking water services,2017,30.4
2491,Central African Republic,CAF,% of urban population using drinking water services,2017,54.5
2492,Chad,TCD,% of total population using drinking water services,2017,45.1
2493,Chad,TCD,% of rural population using drinking water services,2017,36.4
2494,Chad,TCD,% of urban population using drinking water services,2017,74.6
2495,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2017,44.0
2496,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2017,21.2
2497,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2017,73.2
2498,"Congo, Rep.",COG,% of total population using drinking water services,2017,73.2
2499,"Congo, Rep.",COG,% of rural population using drinking water services,2017,45.7
2500,"Congo, Rep.",COG,% of urban population using drinking water services,2017,87.1
2501,Cote d'Ivoire,CIV,% of total population using drinking water services,2017,71.0
2502,Cote d'Ivoire,CIV,% of rural population using drinking water services,2017,55.8
2503,Cote d'Ivoire,CIV,% of urban population using drinking water services,2017,86.0
2504,Djibouti,DJI,% of total population using drinking water services,2017,75.9
2505,Djibouti,DJI,% of rural population using drinking water services,2017,48.0
2506,Djibouti,DJI,% of urban population using drinking water services,2017,83.9
2507,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2017,99.3
2508,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2017,99.1
2509,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2017,99.6
2510,Eswatini,SWZ,% of total population using drinking water services,2017,68.6
2511,Eswatini,SWZ,% of rural population using drinking water services,2017,60.2
2512,Eswatini,SWZ,% of urban population using drinking water services,2017,95.9
2513,Ethiopia,ETH,% of total population using drinking water services,2017,45.1
2514,Ethiopia,ETH,% of rural population using drinking water services,2017,35.5
2515,Ethiopia,ETH,% of urban population using drinking water services,2017,82.9
2516,Gabon,GAB,% of total population using drinking water services,2017,84.5
2517,Gabon,GAB,% of rural population using drinking water services,2017,44.1
2518,Gabon,GAB,% of urban population using drinking water services,2017,89.6
2519,"Gambia, The",GMB,% of total population using drinking water services,2017,79.9
2520,"Gambia, The",GMB,% of rural population using drinking water services,2017,68.6
2521,"Gambia, The",GMB,% of urban population using drinking water services,2017,87.2
2522,Ghana,GHA,% of total population using drinking water services,2017,82.4
2523,Ghana,GHA,% of rural population using drinking water services,2017,69.1
2524,Ghana,GHA,% of urban population using drinking water services,2017,93.1
2525,Guinea,GIN,% of total population using drinking water services,2017,63.8
2526,Guinea,GIN,% of rural population using drinking water services,2017,51.6
2527,Guinea,GIN,% of urban population using drinking water services,2017,85.7
2528,Guinea-Bissau,GNB,% of total population using drinking water services,2017,58.9
2529,Guinea-Bissau,GNB,% of rural population using drinking water services,2017,49.0
2530,Guinea-Bissau,GNB,% of urban population using drinking water services,2017,72.1
2531,Kenya,KEN,% of total population using drinking water services,2017,59.6
2532,Kenya,KEN,% of rural population using drinking water services,2017,49.7
2533,Kenya,KEN,% of urban population using drinking water services,2017,87.0
2534,Lesotho,LSO,% of total population using drinking water services,2017,71.2
2535,Lesotho,LSO,% of rural population using drinking water services,2017,63.5
2536,Lesotho,LSO,% of urban population using drinking water services,2017,91.1
2537,Liberia,LBR,% of total population using drinking water services,2017,73.7
2538,Liberia,LBR,% of rural population using drinking water services,2017,62.5
2539,Liberia,LBR,% of urban population using drinking water services,2017,84.6
2540,Libya,LBY,% of total population using drinking water services,2017,99.0
2541,Madagascar,MDG,% of total population using drinking water services,2017,50.7
2542,Madagascar,MDG,% of rural population using drinking water services,2017,34.4
2543,Madagascar,MDG,% of urban population using drinking water services,2017,78.9
2544,Malawi,MWI,% of total population using drinking water services,2017,67.7
2545,Malawi,MWI,% of rural population using drinking water services,2017,64.0
2546,Malawi,MWI,% of urban population using drinking water services,2017,86.3
2547,Mali,MLI,% of total population using drinking water services,2017,77.7
2548,Mali,MLI,% of rural population using drinking water services,2017,66.8
2549,Mali,MLI,% of urban population using drinking water services,2017,92.9
2550,Mauritania,MRT,% of total population using drinking water services,2017,70.7
2551,Mauritania,MRT,% of rural population using drinking water services,2017,49.9
2552,Mauritania,MRT,% of urban population using drinking water services,2017,89.3
2553,Mauritius,MUS,% of total population using drinking water services,2017,99.9
2554,Mauritius,MUS,% of rural population using drinking water services,2017,99.8
2555,Mauritius,MUS,% of urban population using drinking water services,2017,99.9
2556,Morocco,MAR,% of total population using drinking water services,2017,86.5
2557,Morocco,MAR,% of rural population using drinking water services,2017,69.4
2558,Morocco,MAR,% of urban population using drinking water services,2017,97.0
2559,Mozambique,MOZ,% of total population using drinking water services,2017,56.0
2560,Mozambique,MOZ,% of rural population using drinking water services,2017,41.0
2561,Mozambique,MOZ,% of urban population using drinking water services,2017,83.3
2562,Namibia,NAM,% of total population using drinking water services,2017,83.3
2563,Namibia,NAM,% of rural population using drinking water services,2017,70.7
2564,Namibia,NAM,% of urban population using drinking water services,2017,96.3
2565,Niger,NER,% of total population using drinking water services,2017,46.1
2566,Niger,NER,% of rural population using drinking water services,2017,38.2
2567,Niger,NER,% of urban population using drinking water services,2017,86.8
2568,Nigeria,NGA,% of total population using drinking water services,2017,72.3
2569,Nigeria,NGA,% of rural population using drinking water services,2017,56.7
2570,Nigeria,NGA,% of urban population using drinking water services,2017,88.2
2571,Rwanda,RWA,% of total population using drinking water services,2017,58.7
2572,Rwanda,RWA,% of rural population using drinking water services,2017,54.0
2573,Rwanda,RWA,% of urban population using drinking water services,2017,81.7
2574,Sao Tome and Principe,STP,% of total population using drinking water services,2017,78.1
2575,Sao Tome and Principe,STP,% of rural population using drinking water services,2017,72.5
2576,Sao Tome and Principe,STP,% of urban population using drinking water services,2017,80.3
2577,Senegal,SEN,% of total population using drinking water services,2017,81.1
2578,Senegal,SEN,% of rural population using drinking water services,2017,69.6
2579,Senegal,SEN,% of urban population using drinking water services,2017,94.3
2580,Sierra Leone,SLE,% of total population using drinking water services,2017,60.2
2581,Sierra Leone,SLE,% of rural population using drinking water services,2017,48.4
2582,Sierra Leone,SLE,% of urban population using drinking water services,2017,76.8
2583,Somalia,SOM,% of total population using drinking water services,2017,51.8
2584,Somalia,SOM,% of rural population using drinking water services,2017,32.4
2585,Somalia,SOM,% of urban population using drinking water services,2017,76.2
2586,South Africa,ZAF,% of total population using drinking water services,2017,92.7
2587,South Africa,ZAF,% of rural population using drinking water services,2017,80.8
2588,South Africa,ZAF,% of urban population using drinking water services,2017,98.9
2589,Sudan,SDN,% of total population using drinking water services,2017,60.3
2590,Sudan,SDN,% of rural population using drinking water services,2017,53.2
2591,Sudan,SDN,% of urban population using drinking water services,2017,73.8
2592,Tanzania,TZA,% of total population using drinking water services,2017,56.7
2593,Tanzania,TZA,% of rural population using drinking water services,2017,42.1
2594,Tanzania,TZA,% of urban population using drinking water services,2017,86.1
2595,Togo,TGO,% of total population using drinking water services,2017,66.0
2596,Togo,TGO,% of rural population using drinking water services,2017,49.7
2597,Togo,TGO,% of urban population using drinking water services,2017,89.4
2598,Tunisia,TUN,% of total population using drinking water services,2017,96.0
2599,Tunisia,TUN,% of rural population using drinking water services,2017,88.9
2600,Tunisia,TUN,% of urban population using drinking water services,2017,99.2
2601,Uganda,UGA,% of total population using drinking water services,2017,51.0
2602,Uganda,UGA,% of rural population using drinking water services,2017,43.0
2603,Uganda,UGA,% of urban population using drinking water services,2017,77.4
2604,Zambia,ZMB,% of total population using drinking water services,2017,63.0
2605,Zambia,ZMB,% of rural population using drinking water services,2017,45.5
2606,Zambia,ZMB,% of urban population using drinking water services,2017,86.2
2607,Zimbabwe,ZWE,% of total population using drinking water services,2017,64.0
2608,Zimbabwe,ZWE,% of rural population using drinking water services,2017,50.1
2609,Zimbabwe,ZWE,% of urban population using drinking water services,2017,93.3
2610,Algeria,DZA,% of total population using drinking water services,2018,94.0
2611,Algeria,DZA,% of rural population using drinking water services,2018,89.4
2612,Algeria,DZA,% of urban population using drinking water services,2018,95.8
2613,Angola,AGO,% of total population using drinking water services,2018,56.6
2614,Angola,AGO,% of rural population using drinking water services,2018,27.8
2615,Angola,AGO,% of urban population using drinking water services,2018,71.7
2616,Benin,BEN,% of total population using drinking water services,2018,65.2
2617,Benin,BEN,% of rural population using drinking water services,2018,57.5
2618,Benin,BEN,% of urban population using drinking water services,2018,73.7
2619,Botswana,BWA,% of total population using drinking water services,2018,91.2
2620,Botswana,BWA,% of rural population using drinking water services,2018,77.4
2621,Botswana,BWA,% of urban population using drinking water services,2018,97.4
2622,Burkina Faso,BFA,% of total population using drinking water services,2018,48.4
2623,Burkina Faso,BFA,% of rural population using drinking water services,2018,35.2
2624,Burkina Faso,BFA,% of urban population using drinking water services,2018,80.0
2625,Burundi,BDI,% of total population using drinking water services,2018,61.5
2626,Burundi,BDI,% of rural population using drinking water services,2018,57.2
2627,Burundi,BDI,% of urban population using drinking water services,2018,90.2
2628,Cabo Verde,CPV,% of total population using drinking water services,2018,87.6
2629,Cabo Verde,CPV,% of rural population using drinking water services,2018,77.2
2630,Cabo Verde,CPV,% of urban population using drinking water services,2018,93.1
2631,Cameroon,CMR,% of total population using drinking water services,2018,65.0
2632,Cameroon,CMR,% of rural population using drinking water services,2018,42.9
2633,Cameroon,CMR,% of urban population using drinking water services,2018,82.2
2634,Central African Republic,CAF,% of total population using drinking water services,2018,39.2
2635,Central African Republic,CAF,% of rural population using drinking water services,2018,29.6
2636,Central African Republic,CAF,% of urban population using drinking water services,2018,52.9
2637,Chad,TCD,% of total population using drinking water services,2018,45.5
2638,Chad,TCD,% of rural population using drinking water services,2018,36.8
2639,Chad,TCD,% of urban population using drinking water services,2018,74.4
2640,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2018,44.6
2641,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2018,21.4
2642,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2018,73.6
2643,"Congo, Rep.",COG,% of total population using drinking water services,2018,73.4
2644,"Congo, Rep.",COG,% of rural population using drinking water services,2018,45.7
2645,"Congo, Rep.",COG,% of urban population using drinking water services,2018,87.1
2646,Cote d'Ivoire,CIV,% of total population using drinking water services,2018,71.0
2647,Cote d'Ivoire,CIV,% of rural population using drinking water services,2018,55.8
2648,Cote d'Ivoire,CIV,% of urban population using drinking water services,2018,85.7
2649,Djibouti,DJI,% of total population using drinking water services,2018,75.9
2650,Djibouti,DJI,% of rural population using drinking water services,2018,47.7
2651,Djibouti,DJI,% of urban population using drinking water services,2018,84.0
2652,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2018,99.3
2653,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2018,99.2
2654,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2018,99.6
2655,Eswatini,SWZ,% of total population using drinking water services,2018,69.7
2656,Eswatini,SWZ,% of rural population using drinking water services,2018,61.3
2657,Eswatini,SWZ,% of urban population using drinking water services,2018,96.3
2658,Ethiopia,ETH,% of total population using drinking water services,2018,46.6
2659,Ethiopia,ETH,% of rural population using drinking water services,2018,37.0
2660,Ethiopia,ETH,% of urban population using drinking water services,2018,83.3
2661,Gabon,GAB,% of total population using drinking water services,2018,84.9
2662,Gabon,GAB,% of rural population using drinking water services,2018,44.4
2663,Gabon,GAB,% of urban population using drinking water services,2018,89.7
2664,"Gambia, The",GMB,% of total population using drinking water services,2018,80.3
2665,"Gambia, The",GMB,% of rural population using drinking water services,2018,68.8
2666,"Gambia, The",GMB,% of urban population using drinking water services,2018,87.5
2667,Ghana,GHA,% of total population using drinking water services,2018,83.5
2668,Ghana,GHA,% of rural population using drinking water services,2018,70.0
2669,Ghana,GHA,% of urban population using drinking water services,2018,94.1
2670,Guinea,GIN,% of total population using drinking water services,2018,63.9
2671,Guinea,GIN,% of rural population using drinking water services,2018,51.3
2672,Guinea,GIN,% of urban population using drinking water services,2018,86.0
2673,Guinea-Bissau,GNB,% of total population using drinking water services,2018,59.0
2674,Guinea-Bissau,GNB,% of rural population using drinking water services,2018,49.3
2675,Guinea-Bissau,GNB,% of urban population using drinking water services,2018,71.6
2676,Kenya,KEN,% of total population using drinking water services,2018,60.3
2677,Kenya,KEN,% of rural population using drinking water services,2018,50.4
2678,Kenya,KEN,% of urban population using drinking water services,2018,87.0
2679,Lesotho,LSO,% of total population using drinking water services,2018,71.5
2680,Lesotho,LSO,% of rural population using drinking water services,2018,63.6
2681,Lesotho,LSO,% of urban population using drinking water services,2018,91.8
2682,Liberia,LBR,% of total population using drinking water services,2018,74.3
2683,Liberia,LBR,% of rural population using drinking water services,2018,63.1
2684,Liberia,LBR,% of urban population using drinking water services,2018,84.9
2685,Libya,LBY,% of total population using drinking water services,2018,99.9
2686,Madagascar,MDG,% of total population using drinking water services,2018,51.6
2687,Madagascar,MDG,% of rural population using drinking water services,2018,35.1
2688,Madagascar,MDG,% of urban population using drinking water services,2018,79.4
2689,Malawi,MWI,% of total population using drinking water services,2018,68.5
2690,Malawi,MWI,% of rural population using drinking water services,2018,64.9
2691,Malawi,MWI,% of urban population using drinking water services,2018,86.4
2692,Mali,MLI,% of total population using drinking water services,2018,79.3
2693,Mali,MLI,% of rural population using drinking water services,2018,68.6
2694,Mali,MLI,% of urban population using drinking water services,2018,93.9
2695,Mauritania,MRT,% of total population using drinking water services,2018,71.0
2696,Mauritania,MRT,% of rural population using drinking water services,2018,49.9
2697,Mauritania,MRT,% of urban population using drinking water services,2018,89.3
2698,Mauritius,MUS,% of total population using drinking water services,2018,99.9
2699,Mauritius,MUS,% of rural population using drinking water services,2018,99.8
2700,Mauritius,MUS,% of urban population using drinking water services,2018,99.9
2701,Morocco,MAR,% of total population using drinking water services,2018,87.8
2702,Morocco,MAR,% of rural population using drinking water services,2018,72.0
2703,Morocco,MAR,% of urban population using drinking water services,2018,97.3
2704,Mozambique,MOZ,% of total population using drinking water services,2018,58.4
2705,Mozambique,MOZ,% of rural population using drinking water services,2018,43.5
2706,Mozambique,MOZ,% of urban population using drinking water services,2018,84.8
2707,Namibia,NAM,% of total population using drinking water services,2018,83.6
2708,Namibia,NAM,% of rural population using drinking water services,2018,71.0
2709,Namibia,NAM,% of urban population using drinking water services,2018,96.3
2710,Niger,NER,% of total population using drinking water services,2018,46.4
2711,Niger,NER,% of rural population using drinking water services,2018,38.5
2712,Niger,NER,% of urban population using drinking water services,2018,86.5
2713,Nigeria,NGA,% of total population using drinking water services,2018,74.1
2714,Nigeria,NGA,% of rural population using drinking water services,2018,58.4
2715,Nigeria,NGA,% of urban population using drinking water services,2018,89.6
2716,Rwanda,RWA,% of total population using drinking water services,2018,59.6
2717,Rwanda,RWA,% of rural population using drinking water services,2018,54.8
2718,Rwanda,RWA,% of urban population using drinking water services,2018,82.4
2719,Sao Tome and Principe,STP,% of total population using drinking water services,2018,78.2
2720,Sao Tome and Principe,STP,% of rural population using drinking water services,2018,73.1
2721,Sao Tome and Principe,STP,% of urban population using drinking water services,2018,80.1
2722,Senegal,SEN,% of total population using drinking water services,2018,82.4
2723,Senegal,SEN,% of rural population using drinking water services,2018,71.5
2724,Senegal,SEN,% of urban population using drinking water services,2018,94.6
2725,Sierra Leone,SLE,% of total population using drinking water services,2018,61.4
2726,Sierra Leone,SLE,% of rural population using drinking water services,2018,49.9
2727,Sierra Leone,SLE,% of urban population using drinking water services,2018,77.3
2728,Somalia,SOM,% of total population using drinking water services,2018,53.4
2729,Somalia,SOM,% of rural population using drinking water services,2018,33.9
2730,Somalia,SOM,% of urban population using drinking water services,2018,77.2
2731,South Africa,ZAF,% of total population using drinking water services,2018,93.1
2732,South Africa,ZAF,% of rural population using drinking water services,2018,81.6
2733,South Africa,ZAF,% of urban population using drinking water services,2018,98.9
2734,Sudan,SDN,% of total population using drinking water services,2018,60.3
2735,Sudan,SDN,% of rural population using drinking water services,2018,53.2
2736,Sudan,SDN,% of urban population using drinking water services,2018,73.8
2737,Tanzania,TZA,% of total population using drinking water services,2018,58.5
2738,Tanzania,TZA,% of rural population using drinking water services,2018,43.8
2739,Tanzania,TZA,% of urban population using drinking water services,2018,87.4
2740,Togo,TGO,% of total population using drinking water services,2018,67.2
2741,Togo,TGO,% of rural population using drinking water services,2018,50.9
2742,Togo,TGO,% of urban population using drinking water services,2018,90.0
2743,Tunisia,TUN,% of total population using drinking water services,2018,96.5
2744,Tunisia,TUN,% of rural population using drinking water services,2018,90.6
2745,Tunisia,TUN,% of urban population using drinking water services,2018,99.2
2746,Uganda,UGA,% of total population using drinking water services,2018,52.6
2747,Uganda,UGA,% of rural population using drinking water services,2018,44.7
2748,Uganda,UGA,% of urban population using drinking water services,2018,77.9
2749,Zambia,ZMB,% of total population using drinking water services,2018,63.8
2750,Zambia,ZMB,% of rural population using drinking water services,2018,46.4
2751,Zambia,ZMB,% of urban population using drinking water services,2018,86.4
2752,Zimbabwe,ZWE,% of total population using drinking water services,2018,63.5
2753,Zimbabwe,ZWE,% of rural population using drinking water services,2018,49.5
2754,Zimbabwe,ZWE,% of urban population using drinking water services,2018,93.2
2755,Algeria,DZA,% of total population using drinking water services,2019,94.2
2756,Algeria,DZA,% of rural population using drinking water services,2019,89.7
2757,Algeria,DZA,% of urban population using drinking water services,2019,95.9
2758,Angola,AGO,% of total population using drinking water services,2019,56.9
2759,Angola,AGO,% of rural population using drinking water services,2019,27.8
2760,Angola,AGO,% of urban population using drinking water services,2019,71.7
2761,Benin,BEN,% of total population using drinking water services,2019,65.3
2762,Benin,BEN,% of rural population using drinking water services,2019,57.8
2763,Benin,BEN,% of urban population using drinking water services,2019,73.5
2764,Botswana,BWA,% of total population using drinking water services,2019,92.1
2765,Botswana,BWA,% of rural population using drinking water services,2019,79.0
2766,Botswana,BWA,% of urban population using drinking water services,2019,97.6
2767,Burkina Faso,BFA,% of total population using drinking water services,2019,47.8
2768,Burkina Faso,BFA,% of rural population using drinking water services,2019,34.0
2769,Burkina Faso,BFA,% of urban population using drinking water services,2019,80.0
2770,Burundi,BDI,% of total population using drinking water services,2019,62.1
2771,Burundi,BDI,% of rural population using drinking water services,2019,57.7
2772,Burundi,BDI,% of urban population using drinking water services,2019,90.7
2773,Cabo Verde,CPV,% of total population using drinking water services,2019,88.2
2774,Cabo Verde,CPV,% of rural population using drinking water services,2019,78.6
2775,Cabo Verde,CPV,% of urban population using drinking water services,2019,93.1
2776,Cameroon,CMR,% of total population using drinking water services,2019,65.4
2777,Cameroon,CMR,% of rural population using drinking water services,2019,43.2
2778,Cameroon,CMR,% of urban population using drinking water services,2019,82.1
2779,Central African Republic,CAF,% of total population using drinking water services,2019,38.2
2780,Central African Republic,CAF,% of rural population using drinking water services,2019,28.8
2781,Central African Republic,CAF,% of urban population using drinking water services,2019,51.3
2782,Chad,TCD,% of total population using drinking water services,2019,45.8
2783,Chad,TCD,% of rural population using drinking water services,2019,37.2
2784,Chad,TCD,% of urban population using drinking water services,2019,74.3
2785,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2019,45.3
2786,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2019,21.7
2787,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2019,74.1
2788,"Congo, Rep.",COG,% of total population using drinking water services,2019,73.6
2789,"Congo, Rep.",COG,% of rural population using drinking water services,2019,45.7
2790,"Congo, Rep.",COG,% of urban population using drinking water services,2019,87.1
2791,Cote d'Ivoire,CIV,% of total population using drinking water services,2019,70.9
2792,Cote d'Ivoire,CIV,% of rural population using drinking water services,2019,55.7
2793,Cote d'Ivoire,CIV,% of urban population using drinking water services,2019,85.4
2794,Djibouti,DJI,% of total population using drinking water services,2019,76.0
2795,Djibouti,DJI,% of rural population using drinking water services,2019,47.3
2796,Djibouti,DJI,% of urban population using drinking water services,2019,84.1
2797,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2019,99.4
2798,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2019,99.2
2799,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2019,99.6
2800,Eswatini,SWZ,% of total population using drinking water services,2019,70.7
2801,Eswatini,SWZ,% of rural population using drinking water services,2019,62.5
2802,Eswatini,SWZ,% of urban population using drinking water services,2019,96.7
2803,Ethiopia,ETH,% of total population using drinking water services,2019,48.1
2804,Ethiopia,ETH,% of rural population using drinking water services,2019,38.5
2805,Ethiopia,ETH,% of urban population using drinking water services,2019,83.8
2806,Gabon,GAB,% of total population using drinking water services,2019,85.2
2807,Gabon,GAB,% of rural population using drinking water services,2019,44.7
2808,Gabon,GAB,% of urban population using drinking water services,2019,89.8
2809,"Gambia, The",GMB,% of total population using drinking water services,2019,80.6
2810,"Gambia, The",GMB,% of rural population using drinking water services,2019,69.0
2811,"Gambia, The",GMB,% of urban population using drinking water services,2019,87.7
2812,Ghana,GHA,% of total population using drinking water services,2019,84.7
2813,Ghana,GHA,% of rural population using drinking water services,2019,71.0
2814,Ghana,GHA,% of urban population using drinking water services,2019,95.1
2815,Guinea,GIN,% of total population using drinking water services,2019,63.9
2816,Guinea,GIN,% of rural population using drinking water services,2019,51.1
2817,Guinea,GIN,% of urban population using drinking water services,2019,86.3
2818,Guinea-Bissau,GNB,% of total population using drinking water services,2019,59.0
2819,Guinea-Bissau,GNB,% of rural population using drinking water services,2019,49.6
2820,Guinea-Bissau,GNB,% of urban population using drinking water services,2019,71.1
2821,Kenya,KEN,% of total population using drinking water services,2019,61.0
2822,Kenya,KEN,% of rural population using drinking water services,2019,51.1
2823,Kenya,KEN,% of urban population using drinking water services,2019,87.0
2824,Lesotho,LSO,% of total population using drinking water services,2019,71.8
2825,Lesotho,LSO,% of rural population using drinking water services,2019,63.6
2826,Lesotho,LSO,% of urban population using drinking water services,2019,92.4
2827,Liberia,LBR,% of total population using drinking water services,2019,75.2
2828,Liberia,LBR,% of rural population using drinking water services,2019,64.1
2829,Liberia,LBR,% of urban population using drinking water services,2019,85.5
2830,Libya,LBY,% of total population using drinking water services,2019,99.9
2831,Madagascar,MDG,% of total population using drinking water services,2019,52.5
2832,Madagascar,MDG,% of rural population using drinking water services,2019,35.8
2833,Madagascar,MDG,% of urban population using drinking water services,2019,80.0
2834,Malawi,MWI,% of total population using drinking water services,2019,69.3
2835,Malawi,MWI,% of rural population using drinking water services,2019,65.7
2836,Malawi,MWI,% of urban population using drinking water services,2019,86.4
2837,Mali,MLI,% of total population using drinking water services,2019,80.9
2838,Mali,MLI,% of rural population using drinking water services,2019,70.3
2839,Mali,MLI,% of urban population using drinking water services,2019,94.9
2840,Mauritania,MRT,% of total population using drinking water services,2019,71.4
2841,Mauritania,MRT,% of rural population using drinking water services,2019,49.9
2842,Mauritania,MRT,% of urban population using drinking water services,2019,89.3
2843,Mauritius,MUS,% of total population using drinking water services,2019,99.9
2844,Mauritius,MUS,% of rural population using drinking water services,2019,99.8
2845,Mauritius,MUS,% of urban population using drinking water services,2019,99.9
2846,Morocco,MAR,% of total population using drinking water services,2019,89.1
2847,Morocco,MAR,% of rural population using drinking water services,2019,74.7
2848,Morocco,MAR,% of urban population using drinking water services,2019,97.6
2849,Mozambique,MOZ,% of total population using drinking water services,2019,60.9
2850,Mozambique,MOZ,% of rural population using drinking water services,2019,46.2
2851,Mozambique,MOZ,% of urban population using drinking water services,2019,86.4
2852,Namibia,NAM,% of total population using drinking water services,2019,84.0
2853,Namibia,NAM,% of rural population using drinking water services,2019,71.3
2854,Namibia,NAM,% of urban population using drinking water services,2019,96.3
2855,Niger,NER,% of total population using drinking water services,2019,46.7
2856,Niger,NER,% of rural population using drinking water services,2019,38.9
2857,Niger,NER,% of urban population using drinking water services,2019,86.2
2858,Nigeria,NGA,% of total population using drinking water services,2019,75.8
2859,Nigeria,NGA,% of rural population using drinking water services,2019,60.0
2860,Nigeria,NGA,% of urban population using drinking water services,2019,91.0
2861,Rwanda,RWA,% of total population using drinking water services,2019,60.4
2862,Rwanda,RWA,% of rural population using drinking water services,2019,55.6
2863,Rwanda,RWA,% of urban population using drinking water services,2019,83.0
2864,Sao Tome and Principe,STP,% of total population using drinking water services,2019,78.2
